,Unnamed: 0,doi,predicateLabel,paper_title,contribution,research_field_label,unpaywall_abstract
10491,10491,10.1890/14-2158.1,"research problem, Continent, research problem, Continent",No release for the wicked: enemy release is dynamic and not associated with invasiveness,http://orkg.org/orkg/resource/R57961,Ecology and Evolutionary Biology,"The enemy release hypothesis predicts that invasive species will receive less damage from enemies, compared to co‐occurring native and noninvasive exotic species in their introduced range. However, release operating early in invasion could be lost over time and with increased range size as introduced species acquire new enemies. We used three years of data, from 61 plant species planted into common gardens, to determine whether (1) invasive, noninvasive exotic, and native species experience differential damage from insect herbivores and mammalian browsers, and (2) enemy release is lost with increased residence time and geographic spread in the introduced range. We find no evidence suggesting enemy release is a general mechanism contributing to invasiveness in this region. Invasive species received the most insect herbivory, and damage increased with longer residence times and larger range sizes at three spatial scales. Our results show that invasive and exotic species fail to escape enemies, particularly over longer temporal and larger spatial scales."
10492,10492,10.1902/jop.2000.71.8.1371,"research problem, efered index",Patterns of tooth wear associated with methamphetamine use,http://orkg.org/orkg/resource/R30736,Science,"<jats:italic><jats:bold>Background:</jats:bold> Methamphetamine (MAP) abuse is a significant worldwide problem. This prospective study was conducted to determine if MAP users had distinct patterns of tooth wear.</jats:italic><jats:italic><jats:bold>Methods:</jats:bold> Methamphetamine users were identified and interviewed about their duration and preferred route of MAP use. Study participants were interviewed in the emergency department of a large urban university hospital serving a geographic area with a high rate of illicit MAP production and consumption. Tooth wear was documented for each study participant and scored using a previously validated index and demographic information was obtained using a questionnaire.</jats:italic><jats:italic><jats:bold>Results:</jats:bold> Forty‐three MAP patients were interviewed. Preferred route of administration was injection (37%) followed by snorting (33%). Patients who preferentially snorted MAP had significantly higher tooth wear in the anterior maxillary teeth than patients who injected, smoked, or ingested MAP (P = 0.005).</jats:italic><jats:italic><jats:bold>Conclusion:</jats:bold> Patients who use MAP have distinct patterns of wear based on route of administration. This difference may be explained anatomically.</jats:italic> J Periodontol 2000;71:1371‐1374."
10493,10493,10.19030/iber.v13i6.8937,research problem,Crowdfunding to generate crowdsourced R&D: The alternative paradigm of societal problem solving offered by second generation innovation and R&D,http://orkg.org/orkg/resource/R25498,Science,"In a global context of resource scarcity few incentives exist for firms to pursue innovations that provide social externalities if these are not inherently profitable. The purpose of this article is to present an alternative paradigm of societal problem solving entirely premised on second generation innovation processes. Further, a theoretical model of multidimensional, or three dimensional, knowledge creation is offered, together with the notion of a multiplier effect that relates to how knowledge creation can increase exponentially when knowledge is not constrained by proprietary requirements. Second generation innovation is based on probabilistic processes that utilize and maximize economies of scale in pursuit of problem solving. Two processes that contribute to the potential of second generation innovation to solve societal problems are crowdfunding and crowdsourcing. It is argued that the processes required to enable a new paradigm in societal problem solving already exist. A further model is developed based on potential synergies between crowdfunding and crowdsourced research and development. This theoretical model predicts that R&amp;D productivity can be accelerated significantly, and if applied in fields such as proteomics or medical research in general can accelerated increases in research output and therefore benefits to society."
10494,10494,10.19173/irrodl.v20i1.4143,"research problem, research problem",Training of Adult Trainers: Implementation and Evaluation of a Higher Education Program in Greece,http://orkg.org/orkg/resource/R641890,Science,"This article presents the implementation and the evaluation of the blended learning program Training of Lifelong Learning Adult Trainers, which was organized by the Center of Training and Lifelong Learning of the Aristotle University of Thessaloniki in Greece, during the last two years (2016-2017). The aim of the training program was to give the opportunity to adult trainers to certify their educational competence and update their knowledge in the field of adult education, enhancing their employability. After the completion of the program, the trainees assessed the implementation methodology, the educational content, the microteachings, the quality, and the organization of the program. The results of the evaluation showed that the program was of a high level, flawlessly organized, and with excellent educational material, while the blended learning model worked effectively, receiving positive reviews by the participants. It was concluded that blended learning is indeed adequate in adult educational programs increasing the participation and facilitating adult trainees to better integrate their learning experiences."
10495,10495,10.19173/irrodl.v4i2.149 ,"research problem, approach, result, value",Getting the Mix Right Again: An updated and theoretical rationale for interaction,http://orkg.org/orkg/resource/R107845,Learner-Interface Interaction,"No topic raises more contentious debate among educators than the role of interaction as a crucial component of the education process. This debate is fueled by surface problems of definition and vested interests of professional educators, but is more deeply marked by epistemological assumptions relative to the role of humans and human interaction in education and learning. The seminal article by Daniel and Marquis (1979) challenged distance educators to get the mixture right between independent study and interactive learning strategies and activities. They quite rightly pointed out that these two primary forms of education have differing economic, pedagogical, and social characteristics, and that we are unlikely to find a “perfect” mix that meets all learner and institutional needs across all curricula and content. Nonetheless, hard decisions have to be made.&#x0D;
Even more than in 1979, the development of newer, cost effective technologies and the nearly ubiquitous (in developed countries) Net-based telecommunications system is transforming, at least, the cost and access implications of getting the mix right. Further, developments in social cognitive based learning theories are providing increased evidence of the importance of collaborative activity as a component of all forms of education – including those delivered at a distance. Finally, the context in which distance education is developed and delivered is changing in response to the capacity of the semantic Web (Berners-Lee, 1999) to support interaction, not only amongst humans, but also between and among autonomous agents and human beings.&#x0D;
Thus, the landscape and challenges of “getting the mix right” have not lessened in the past 25 years, and, in fact, have become even more complicated. This paper attempts to provide a theoretical rationale and guide for instructional designers and teachers interested in developing distance education systems that are both effective and efficient in meeting diverse student learning needs."
10500,10500,10.20944/preprints202105.0429.v1,research problem,Acute Lymphoblastic Leukemia Detection from Microscopic Images Using Weighted Ensemble of Convolutional Neural Networks,http://orkg.org/orkg/resource/R135550,Bioinformatics,"Although automated Acute Lymphoblastic Leukemia (ALL) detection is essential, it is challenging due to the morphological correlation between malignant and normal cells. The traditional ALL classification strategy is arduous, time-consuming, often suffers inter-observer variations, and necessitates experienced pathologists. This article has automated the ALL detection task, employing deep Convolutional Neural Networks (CNNs). We explore the weighted ensemble of deep CNNs to recommend a better ALL cell classifier. The weights are estimated from ensemble candidates' corresponding metrics, such as accuracy, F1-score, AUC, and kappa values. Various data augmentations and pre-processing are incorporated for achieving a better generalization of the network. We train and evaluate the proposed model utilizing the publicly available C-NMC-2019 ALL dataset. Our proposed weighted ensemble model has outputted a weighted F1-score of 88.6%, a balanced accuracy of 86.2%, and an AUC of 0.941 in the preliminary test set. The qualitative results displaying the gradient class activation maps confirm that the introduced model has a concentrated learned region. In contrast, the ensemble candidate models, such as Xception, VGG-16, DenseNet-121, MobileNet, and InceptionResNet-V2, separately produce coarse and scatter learned areas for most example cases. Since the proposed ensemble yields a better result for the aimed task, it can experiment in other domains of medical diagnostic applications."
10507,10507,10.2118/195750-ms,"research facet, keywords, Document type, Domain, contribution facet, research problem",Improving the Quality and Efficiency of Operational Planning and Risk Management with ML and NLP,http://orkg.org/orkg/resource/R567940,Science,"<jats:title>Abstract</jats:title>
               To ensure safe and efficient operations, all offshore operations follow a plan devised to take into account current operation conditions and identify the optimum workflow with the minimum risk potential. Previously, planners had to manually consult eight data sources, each with a separate UI, and summarise the plan in a.pdf document. Equinor's Operation Planning Tool (OPT) has been developed to easily present the planners with the technical conditions of a platform, identify potentially dangerous combinations of concurrent activities, and propose learnings from eight years’ worth of incident recordings – all relevant to the current list of planned activities. The tool aims to answer questions such as ‘are other activities planned for the same time which would make this activity unsafe?’ or ‘have incidents previously occurred whilst performing similar tasks on this equipment type?’.
               This paper details the development of the OPT with a particular focus on the application of Natural Language Understanding for extracting equipment types and tasks involved in previous incidents and relating these to planned activities. Utilising natural language processing techniques, a system has been developed that mines the content of Equinor's incident database, and assigns context to incidents, by identifying the systems, activities and equipment involved and the conditions on the asset at the time of the incident. The same context is also discovered from the content of planned activities. These key concepts are organised into a knowledge graph synthesising Equinor's institutional safety and operational experience.
               The OPT has reduced time spent planning by providing a single interface detailing a plant's technical conditions, all planned work orders and relevant lessons learned from previous incidents. By reducing the reliance on personal experience, the tool has provided subjectively improved risk identification and handling, plus faster knowledge transfer to new employees as well as focussed cross-platform knowledge sharing. The success of the tool highlights the strength of combining data and leveraging the vast quantities of historic data available both in unstructured and structured forms to create a safe, offshore work environment."
10508,10508,10.2118/197610-ms,"contribution facet, Domain, research facet, research problem, country, Document type, keywords",Application of Geocognitive Technologies to Basin &amp; Petroleum System Analyses,http://orkg.org/orkg/resource/R567917,Science,"<jats:title>Abstract</jats:title>
               <jats:sec>
                  <jats:title>Objectives/Scope</jats:title>
                  When dealing with new exploration areas, basin geologists face the challenge of collecting relevant information from all available sources. This include a number of structured commercial databases, but also large corpora of technical documents in which an invaluable amount of information is scattered across. Even if assisted by search tools to filter the documents of interest, extracting information requires a human effort in reading and understanding the documents.
               </jats:sec>
               <jats:sec>
                  <jats:title>Methods, Procedures, Process</jats:title>
                  Eni and IBM developed a cognitive engine exploiting a deep learning approach to scan documents searching for basin geology concepts, extracting information about petroleum system elements (e.g. formation name, geological age and lithology of source rocks, reservoirs and seals) and enabling basin geologists to perform automated queries to collect all the information related to a basin of interest. The collected information is fully referenced to the original paragraphs, tables or pictures of the document in which it was discovered, therefore enabling to validate the robustness of the results.
               </jats:sec>
               <jats:sec>
                  <jats:title>Results, Observations, Conclusions</jats:title>
                  The cognitive engine has been integrated within an application which enables to build a graphical representation of the Petroleum System Event Charts of the basin, integrating the information extracted from commercial databases, the results from the cognitive engine and the manual input from the geologist. The quality of the results from the cognitive engine has been evaluated using a commercial database which provides both tabular data about basins and detailed pdf reports. The cognitive engine has been trained on the pdf reports alone, and the results have been compared with the tabular content of the database, representing the ground truth. The cognitive engine succeeded in identifying the right formations, lithologies and geological ages of the petroleum systems with an accuracy in the range 75% – 90%.
               </jats:sec>
               <jats:sec>
                  <jats:title>Novel/Additive Information</jats:title>
                  The cognitive engine is built with highly innovative technologies, combining the data driven capabilities of deep neural networks with more traditional natural language processing methods based on ontologies. Documents are processed with a three-step approach. In the first step, convolutional neural networks (CNN) are used to recognize the structural elements within a technical paper (e.g. title, authors, paragraphs, figures, tables, references) and to convert a complex pdf structure into a clean sequence of text, which can be analyzed. In the second step, concepts are extracted from these processed documents using extractors, NLP annotators (based on recurrent neural networks) and aggregators. Finally, the joint use of the results from the deep learning tools and the provided ontologies are used to build a knowledge graph, which links together all the discovered entities and their relationships. A fit-for-purpose high efficient graph database has been developed so that the graph can be traversed with full flexibility, collecting all the concepts needed for basin geology studies.
               </jats:sec>"
10509,10509,10.21203/rs.3.rs-23951/v1,"has assay phase characteristic, has endpoint, is bioassay type of, Has participant, assay measurement type, has mode of action, has assay method, research problem, has assay title, has confirmatory assay, has assay format, has assay footprint, uses detection instrument, has incubation time value",Identification of inhibitors of SARS-CoV-2 in-vitro cellular toxicity in human (Caco-2) cells using a large scale drug repurposing collection,http://orkg.org/orkg/resource/R51254,Virology,"<jats:title>Abstract</jats:title>
        To identify possible candidates for progression towards clinical studies against SARS-CoV-2, we screened a well-defined collection of 5632 compounds including 3488 compounds which have undergone clinical investigations (marketed drugs, phases 1 -3, and withdrawn) across 600 indications. Compounds were screened for their inhibition of viral induced cytotoxicity using the human epithelial colorectal adenocarcinoma cell line Caco-2 and a SARS-CoV-2 isolate. The primary screen of 5632 compounds gave 271 hits. A total of 64 compounds with IC50 &lt;20 µM were identified, including 19 compounds with IC50 &lt; 1 µM. Of this confirmed hit population, 90% have not yet been previously reported as active against SARS-CoV-2 in-vitro cell assays. Some 37 of the actives are launched drugs, 19 are in phases 1-3 and 10 pre-clinical. Several inhibitors were associated with modulation of host pathways including kinase signaling P53 activation, ubiquitin pathways and PDE activity modulation, with long chain acyl transferases were effective viral inhibitors."
10510,10510,10.21203/rs.3.rs-323586/v1,"method, research problem",Staﬀ Shortage in German Intensive Care Units During the COVID-19 Pandemic - Not only a Sensed Dilemma: Results from a Nationwide Survey,http://orkg.org/orkg/resource/R109780,Medicine and Health,"<jats:title>Abstract</jats:title>
        <jats:bold>Background</jats:bold>: The surge in patients during the COVID-19 pandemic has exacerbated the looming problem of staﬀ shortage in German ICUs possibly leading to worse outcomes for patients. <jats:bold>Methods</jats:bold>: Within the German Evidence Ecosystem CEOsys network, we conducted an online national mixed-methods survey assessing the standard of care in German ICUs treating patients with COVID-19. <jats:bold>Results</jats:bold>: A total of 171 German ICUs reported a median ideal number of patients per intensivist of 8 (interquartile range, IQR = 3rd quartile - 1st quartile = 4.0) and per nurse of 2.0 (IQR = 1.0). For COVID-19 patients, the median target was a maximum of 6.0 (IQR = 2.0) patients per intensivist or 2.0 (IQR = 0.0) patients per nurse. Targets for intensivists were rarely met by 15.2% and never met by 3.5% of responding institutions. Targets for nursing staﬃng could rarely be met in 32.2% and never in 5.3% of responding institutions.<jats:bold>Conclusions</jats:bold>: Shortages of staﬃng in the critical care setting are eminent during the COVID-19 pandemic and might not only negatively aﬀect patient outcomes, but also staﬀ wellbeing and healthcare costs. A joint eﬀort that scrutinizes the demands and structures of our health care system seems fundamental to be prepared for the future."
10511,10511,10.21203/rs.3.rs-691637/v1,"feature importance score, Satellite sensor, method, result, Has predictors, Software platform, Performance measurment, Sample characteristics, research problem","Estimating the Spatial Distribution of Soil Organic Carbon and Soil Total Nitrogen Stocks by Remote Sensing Methods: A Case Study in a Forest-dominated Alpine Watershed, Western China",http://orkg.org/orkg/resource/R215759,Environmental Sciences,"<jats:title>Abstract</jats:title>
        Soil organic carbon and soil total nitrogen stocks are important indicators for evaluating soil health and stability. Accurately predicting the spatial distribution of soil organic carbon and total nitrogen stocks is an important basis for mitigating global warming, ensuring regional food security, and maintaining the sustainable development of ecologically fragile areas. On the basis of field sampling data and remote sensing technology, this study divided the topsoil (0–30 cm) into three soil layers of 0–10 cm, 10–20 cm, and 20–30 cm to carry out soil organic carbon and soil total nitrogen stocks estimation experiments in the Qilian Mountains in western China. A multiple linear regression model and a stepwise multiple linear regression model were used to estimate soil organic carbon and soil total nitrogen stocks. A total of 119 topsoil samples and nine remotely sensed environmental variables were collected and used for model development and validation. The results indicated that these two linear regression models showed good performance. The modified soil-adjusted vegetation index (MSAVI), perpendicular vegetation index (PVI), aspect, elevation, and solar radiation were the key environmental variables affecting soil organic carbon and total nitrogen stocks. In topsoil, remote sensing technology could be used to predict the soil properties in layers; however, as the soil depth increased, the performance of the linear regression models gradually decreased."
10512,10512,10.21240/MPAED/30/2018.03.05.X,"research problem, research problem",Medienpädagogische Kompetenz: Anforderungen an Lehrende in der Erwachsenenbildung. Perspektiven der Praxis,http://orkg.org/orkg/resource/R641833,Science,"Die Digitalisierung durchdringt die Lehr-/Lernprozesse in der Erwachsenenbildung immer stärker. Dadurch verändern sich die Anforderungen, denen Lehrende in der Erwachsenenbildung gegenüberstehen. Neben Änderungen der didaktischen Umsetzung des Lehr-/Lerninhalts denen die Lehrenden gegenüberstehen, müssen sie auf verschiedenen Ebenen medienbezogene Kompetenzen aufweisen, um medienpädagogisch kompetent zu handeln und damit den Anforderungen der Digitalisierung gerecht zu werden. Ohne breite medienpädagogische Kompetenzen können die Lehrenden ihren Aufgaben heutzutage nur schwer gerecht werden.&#x0D;
In diesem Beitrag werden die, durch eine empirische Anforderungsanalyse identifizierten, Orientierungspunkte für die Gestaltung der medienpädagogischen Professionalisierung von Lehrenden beleuchtet. Hierzu werden die Ergebnisse einer qualitativen Interview- und Fokusgruppenuntersuchung mit Planenden/Einstellenden und Lehrenden in der Erwachsenenbildung vorgestellt. Diese Perspektivenverschränkung verschiedener Akteure der Erwachsenenbildung lässt erkennen, dass neben medienpädagogischen Kompetenzen auf Seiten der Lehrenden auch die organisationalen, äusseren Umstände in der Erwachsenenbildung den Medieneinsatz beeinflussen.&#x0D;
Für ein zeitgemässes Weiterbildungssystem, in dem Lehrende digitale Medien kompetent und sinnstiftend einsetzen, müssen neben medienpädagogischen Kompetenzbeschreibungen auch die Anforderungen von (Weiterbildungs-)Organisations- und Institutionsebenen transparenter erkennbar sein, um Lehrenden bei einer individuellen Professionalisierung Orientierungspunkte zu geben."
10513,10513,10.21240/MPAED/32/2018.10.26.X,"research problem, research problem",Der mediale Habitus als System von Grenzen medienpädagogischen Handelns von Lehrenden in der Erwachsenenbildung,http://orkg.org/orkg/resource/R641837,Science,"Lehrenden in der Erwachsenenbildung kommt die Aufgabe zu, Medien in ihrer Arbeit didaktisch sinnvoll einzusetzen und die Medienkompetenzentwicklung bei ihren Teilnehmenden anzustossen. Da die Gruppe der Lehrenden eine sehr heterogene ist, stellt sich die Frage, von welchen Faktoren deren individuelle, medienpädagogische Professionalisierung abhängt. Von daher wird das Konzept des medialen Habitus als mögliches Erklärungsmuster für die Professionalisierungsentscheidungen der Lehrenden beleuchtet. Der mediale Habitus als System von Grenzen für Medienhandeln limitiert auch die Mediennutzung im beruflichen Kontext und die Anreize sich in diesen Bereichen zu professionalisieren. Wenn strukturelle Professionalisierungsanreize (wie die Verankerung medienpädagogischer Inhalte in pädagogischen Studiengängen) als Orientierung wegfallen, nehmen habituelle Grenzen für die Gestaltung der medienpädagogischen Professionalisierung einen besonderen Stellenwert ein."
10514,10514,10.21240/mpaed/00/2013.09.06.x,research problem,"Die Wirksamkeit von Medienbildungsinitiativen: Erfolge, Probleme und Lösungsansätze",http://orkg.org/orkg/resource/R584399,Educational Research,"Neben der Persönlichkeitsbildung obliegt der Schule ein Qualifizierungsauftrag (KMK 2012, 3). Im Zusammenhang dieses Auftrags, Schülerinnen und Schüler auf das (Berufs-) Leben vorzubereiten, hielten digitale Medien Einzug in nahezu alle Schulformen. Dort sollen sie neben der Förderung der Medienkompetenz in allen ihren Ausprägungen auf Seiten der Schülerinnen und Schüler, zudem die Lehr- und Lernkultur verbessern. Mit Hilfe landes- und städteweiter Initiativen wird dabei die Medienintegration und konkrete Mediennutzung vorangetrieben, wie bspw. durch die Medienbildungsinitiative der Stadt Frankfurt am Main, deren Erfolge, Probleme und Lösungsansätze nach zehnjährigem Bestehen in diesem Artikel betrachtet werden. Ziel war es dabei, den aktuellen Entwicklungsstand, noch bestehende Probleme und vor allem deren mögliche Lösung aus Perspektive der Lehrkräfte darzustellen. Insgesamt wurden Mängel bei der IT-Infrastruktur, den mediendidaktischen Unterstützungsangeboten und hinderliche organisatorische Rahmenbedingungen identifiziert."
10516,10516,10.2136/sssaj2017.04.0112,research problem,Corn Cob Biochar Improves Aggregate Characteristics of a Tropical Sandy Loam,http://orkg.org/orkg/resource/R109996,Soil Science,"<jats:sec><jats:label /><jats:list list-type=""bullet"">
<jats:title>Core Ideas</jats:title>
<jats:list-item>Amount of water‐stable aggregates increased after biochar amendment.</jats:list-item>
<jats:list-item>Biochar decreased tensile strength of soil aggregates larger than 4 mm.</jats:list-item>
<jats:list-item>Strength of smaller aggregates (&lt;2 mm) increased after biochar application.</jats:list-item>
<jats:list-item>Soil friability and workability increased with increasing biochar application rate.</jats:list-item>
</jats:list>Most tropical soils are highly weathered and are vulnerable to soil erosion because of their poor aggregate characteristics. Soil aggregate characteristics are critical indicators of soil structural stability, and they have the propensity to influence soil physical behavior and functioning. In this study, we investigated the effect of corn cob biochar on the aggregate characteristics of a highly weathered tropical sandy loam. Biochar was incorporated at rates of 10 Mg ha<jats:sup>‐1</jats:sup> (BC‐10), 20 Mg ha<jats:sup>‐1</jats:sup> (BC‐20), and 20 Mg ha<jats:sup>‐1</jats:sup> + triple super phosphate (BC‐20+P) and the stability, strength, and friability of soil aggregates evaluated. Biochar increased soil organic C (SOC) by 28 to 66% and decreased electrical conductivity (EC) relative to the untreated soil. The fraction of water‐stable aggregates was significantly improved by 27 to 53% in biochar treatments compared with the control. Biochar decreased the tensile strength of the large aggregates (4–8 and 8–16 mm), but increased same in the smaller aggregates (1–2 mm) and consequently led to significant improvements in soil friability and workability in the BC‐20 and BC‐20+P treatments. In perspective, incorporation of biochar may offer the potential to arrest the rate of degradation in highly weathered tropical soils and salvage the decline in their physical quality by minimizing the effects of soil erosion.</jats:sec>"
10548,10548,10.21468/scipostphys.10.6.153,"result, research problem, method",Kinetic field theory: Non-linear cosmic power spectra in the mean-field  approximation,http://orkg.org/orkg/resource/R584525,Cosmology,"We use the recently developed Kinetic Field Theory (KFT) for cosmic
structure formation to show how non-linear power spectra for cosmic
density fluctuations can be calculated in a mean-field approximation to
the particle interactions. Our main result is a simple, closed and
analytic, approximate expression for this power spectrum. This
expression has two parameters characterising non-linear structure growth
which can be calibrated within KFT itself. Using this self-calibration,
the non-linear power spectrum agrees with results obtained from
numerical simulations to within typically <jats:inline-formula><jats:alternatives><jats:tex-math>\lesssim10\,\%</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mo>≲</mml:mo><mml:mn>10</mml:mn><mml:mspace width=""0.167em"" /><mml:mi>%</mml:mi></mml:mrow></mml:math></jats:alternatives></jats:inline-formula>
up to wave numbers <jats:inline-formula><jats:alternatives><jats:tex-math>k\lesssim10\,h\,\mathrm{Mpc}^{-1}</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>k</mml:mi><mml:mo>≲</mml:mo><mml:mn>10</mml:mn><mml:mspace width=""0.167em"" /><mml:mi>h</mml:mi><mml:mspace width=""0.167em"" /><mml:msup><mml:mstyle mathvariant=""normal""><mml:mi>M</mml:mi><mml:mi>p</mml:mi><mml:mi>c</mml:mi></mml:mstyle><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math></jats:alternatives></jats:inline-formula>
at redshift <jats:inline-formula><jats:alternatives><jats:tex-math>z = 0</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>z</mml:mi><mml:mo>=</mml:mo><mml:mn>0</mml:mn></mml:mrow></mml:math></jats:alternatives></jats:inline-formula>.
Adjusting the two parameters to optimise agreement with numerical
simulations, the relative difference to numerical results shrinks to
typically <jats:inline-formula><jats:alternatives><jats:tex-math>\lesssim 5\,\%</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mo>≲</mml:mo><mml:mn>5</mml:mn><mml:mspace width=""0.167em"" /><mml:mi>%</mml:mi></mml:mrow></mml:math></jats:alternatives></jats:inline-formula>.
As part of the derivation of our mean-field approximation, we show that
the effective interaction potential between dark-matter particles
relative to Zel’dovich trajectories is sourced by non-linear cosmic
density fluctuations only, and is approximately of Yukawa rather than
Newtonian shape."
10552,10552,10.21511/ppm.15(3-1).2017.02,"Field of knowledge, Indirect beneficiar, Participant: country, International program, time period, Has participants",Impact of the participatory financing of international development projects on social capital of the local communities,http://orkg.org/orkg/resource/R604906,Politics and Social Change,"To date, the promotion of local development of the territorial communities by means of the financial policy tools is one of the priority directions of scientific research not only in Ukraine, but also throughout the world. The article presents the results of the study of the impact of the participatory financing (attraction of the financial resources of community members, central and local budgets and the international donors) on the social capital of the territorial communities of Sumy region on the basis of the results of two phases of the project “Community-based Approach to Local Development”, which has been implemented in Ukraine by the United Nations Development Program since 2007. The main purpose of the article is to confirm the hypothesis that the participatory financing contributes to the social mobilization of the community residents, which leads to the activation of the “dormant” potential of collective actions and the desire of people to help themselves, as well as to improve some indicators of social capital. The difference-in-differences method and the multivariate regression analysis were used for the study. According to the results of the study, the characteristics of social capital, such as (anti)paternalism, the presence of traditions in community, involvement in social activities, collective action and cooperation are the most affected by the impact of participatory financing."
10553,10553,10.21511/ppm.21(2-si).2023.18,"Has participants, International program, time period, Indirect beneficiar, Participant: country",The “Ukrainian Science Diaspora” initiative in the wartime,http://orkg.org/orkg/resource/R604914,Social and Cultural,"The devastating russian military invasion of Ukraine forced millions of people to flee their homes. Among those affected are highly skilled scientists, resulting in a significant loss of human capital for Ukraine, which is crucial for the post-war reconstruction. To address this pressing issue, the Young Scientists Council (YSC) at the Ministry of Education and Science of Ukraine launched the “Ukrainian Science Diaspora” initiative to mitigate the brain drain.The purpose of this study is to outline the first steps taken by this initiative. Moreover, it demonstrates lessons learned from the pilot meetings. The essence of the initiative is to keep links with scholars who left Ukraine and join the efforts of different migration waves of Ukrainian scientists for the further rebuilding of Ukraine. The YSC and other institutions prepared the analytical report on the needs and plans of Ukrainian scientists abroad. In addition, the paper highlights various events and activities organized by the YSC and other self-formed associations of Ukrainian scientists worldwide, working together to establish networks that could take the form of public organizations or be part of local unions of scientists. At present, efforts are focused on identifying Ukrainian scientists interested in joining this initiative, with the ultimate goal of identifying areas where Ukrainian scientists can participate in post-war reconstruction. The success of this initiative will undoubtedly play a crucial role in ensuring that Ukraine can retain its valuable human capital and continue to thrive in the face of adversity.
AcknowledgmentThis study is co-funded by the European Union through the European Education and Culture Executive Agency (EACEA) within the project “Europeanisation of Doctoral Studies in Line with the Innovative Doctoral Training Principles in Europe: Towards a Common Future” 101083493 – EDOCS – ERASMUS-JMO-2022-HEI-TCH-RSCH https://edocs.snau.edu.ua/en/"
10554,10554,10.21580/nw.2020.14.1.5672,"participants, category of participant, determination method, study location (country)",Is Online Learning Accessible During COVID-19 Pandemic? Voices and Experiences of UIN Sunan Kalijaga Students with Disabilities,http://orkg.org/orkg/resource/R600382,General and Domain-Specific Teaching and Learning,"The study seeks to examine the voices and experiences of students with disabilities in navigating online learning during the COVID-19. Based on in-depth interviews with thirty-four students with various disabilities of UIN Sunan Kalijaga, this study attempts to answer how these students experiencing online learning, what challenges they encounter, and what strategies they are using to navigate this new way of learning. Results show most students prefer conventional face-to-face learning, compared to the online learning one. Students reported various challenges they experienced, the most important of which is the high cost of internet access. Other challenges include the inaccessibility of the e-learning system with respect to the platform of online learning and the learning activities. Students also concerned with the absence of supports that they normally received from the university’s disability office (Pusat Layanan Difabel/ PLD). These challenges have encouraged students to seek help from family members, peers, and lecturers.Abstrak Studi ini berupaya untuk mengevaluasi pendapat dan pengalaman siswa penyandang cacat dalam menavigasi pembelajaran online selama COVID-19. Berdasarkan wawancara mendalam dengan tigapuluh empat mahasiswa dengan berbagai kecacatan di UIN Sunan Kalijaga, penelitian ini mencoba menjawab bagaimana para siswa ini mengalami pembelajaran online, tantangan apa yang mereka hadapi, dan strategi apa yang mereka gunakan untuk menavigasi cara belajar baru ini. Hasil menunjukkan sebagian besar siswa lebih suka pembelajaran tatap muka konvensional, dibandingkan dengan pembelajaran online. Siswa melaporkan berbagai tantangan yang mereka alami, yang terpenting adalah tingginya biaya akses internet. Tantangan lain termasuk tidak dapat diaksesnya sistem e-learning sehubungan dengan platform pembelajaran online dan kegiatan pembelajaran. Siswa juga khawatir dengan tidak adanya dukungan yang biasanya mereka terima dari Pusat Layanan Difabel (PLD) universitas. Tantangan-tantangan ini telah mendorong siswa untuk mencari bantuan dari anggota keluarga, teman sebaya, dan dosen"
10556,10556,10.2166/wp.2018.115,"research problem, Region of data collection, location",Conundrum or paradox: deconstructing the spurious case of water scarcity in the Himalayan Region through an institutional economics narrative,http://orkg.org/orkg/resource/R108911,Urban Studies,"<jats:title>Abstract</jats:title>
               Water scarcity in mountain regions such as the Himalaya has been studied with a pre-existing notion of scarcity justified by decades of communities' suffering from physical water shortages combined by difficulties of access. The Eastern Himalayan Region (EHR) of India receives significantly high amounts of annual precipitation. Studies have nonetheless shown that this region faces a strange dissonance: an acute water scarcity in a supposedly ‘water-rich’ region. The main objective of this paper is to decipher various drivers of water scarcity by locating the contemporary history of water institutions within the development trajectory of the Darjeeling region, particularly Darjeeling Municipal Town in West Bengal, India. A key feature of the region's urban water governance that defines the water scarcity narrative is the multiplicity of water institutions and the intertwining of formal and informal institutions at various scales. These factors affect the availability of and basic access to domestic water by communities in various ways resulting in the creation of a preferred water bundle consisting of informal water markets over and above traditional sourcing from springs and the formal water supply from the town municipality."
